reward,loss
12.0,0.8066648244857788
8.0,0.30366790294647217
7.5,0.13672564923763275
7.0,0.13868463039398193
7.5,0.15981005132198334
5.5,0.1685630828142166
5.0,0.19527143239974976
5.0,0.2075779139995575
4.5,0.224289208650589
9.5,0.25712090730667114
6.0,0.28884974122047424
6.0,0.2991609275341034
5.0,0.33103835582733154
5.5,0.34891054034233093
5.5,0.3761371672153473
7.0,0.39621561765670776
5.0,0.4191232919692993
6.0,0.4290790259838104
5.0,0.43446052074432373
5.5,0.4377194941043854
5.0,0.44278255105018616
6.0,0.44909316301345825
7.0,0.44728773832321167
7.0,0.436309814453125
6.0,0.4256715774536133
6.5,0.38719478249549866
5.0,0.35334688425064087
8.5,0.3144083023071289
7.0,0.30418992042541504
9.0,0.3002832233905792
5.5,0.3031984567642212
5.5,0.3080506920814514
6.5,0.31506893038749695
5.0,0.31662070751190186
5.0,0.3204825520515442
9.0,0.3382260799407959
6.0,0.3292118012905121
6.0,0.32881298661231995
5.0,0.3210630714893341
5.0,0.31857913732528687
6.0,0.3143782615661621
5.0,0.3139626383781433
5.5,0.3099968135356903
6.0,0.30019089579582214
5.0,0.30264344811439514
6.5,0.2951773703098297
5.0,0.29377445578575134
6.5,0.2902680039405823
5.0,0.28714942932128906
7.5,0.29233264923095703
5.0,0.26817604899406433
6.5,0.272597074508667
5.5,0.24944555759429932
5.5,0.23575015366077423
5.0,0.222648486495018
6.0,0.2207593321800232
6.5,0.2067766636610031
6.0,0.19936257600784302
5.5,0.19042301177978516
5.0,0.18098260462284088
5.0,0.17190514504909515
5.5,0.1705397069454193
6.0,0.17416034638881683
5.0,0.17194493114948273
6.0,0.1502496600151062
6.5,0.15495814383029938
5.0,0.14399948716163635
5.0,0.13638935983181
5.5,0.1410306990146637
7.5,0.14078357815742493
5.5,0.13674528896808624
4.5,0.13842865824699402
5.5,0.13344791531562805
5.0,0.1307171732187271
5.0,0.13087919354438782
5.0,0.1228502169251442
5.0,0.1206178292632103
5.0,0.11744633316993713
5.0,0.11529309302568436
5.5,0.10424920171499252
5.5,0.10601043701171875
4.5,0.09662700444459915
5.0,0.09577581286430359
5.5,0.09562283754348755
5.0,0.09588617831468582
5.0,0.09518656134605408
5.0,0.09139931946992874
5.5,0.08874104171991348
5.5,0.08406534790992737
5.0,0.08110281080007553
5.0,0.07860998064279556
5.0,0.0788215920329094
5.0,0.07717036455869675
5.5,0.07149596512317657
4.5,0.07444725930690765
5.5,0.0727211982011795
5.5,0.07502128183841705
5.5,0.07146600633859634
5.5,0.0717950314283371
5.5,0.07321345806121826
4.5,0.07047660648822784
5.5,0.06718119978904724
5.0,0.06537095457315445
5.0,0.06585752964019775
5.0,0.0645776093006134
6.0,0.06355798244476318
5.0,0.06320571899414062
5.0,0.06203046068549156
4.5,0.06013670563697815
5.5,0.06143302470445633
4.5,0.0652560293674469
4.5,0.0615515410900116
6.0,0.061287082731723785
6.0,0.06976227462291718
4.5,0.06943327188491821
5.0,0.06955763697624207
5.0,0.06719812750816345
5.5,0.06925264000892639
6.0,0.06913257390260696
5.5,0.07123963534832001
6.0,0.07387176901102066
5.5,0.07327604293823242
6.0,0.0789063423871994
4.5,0.08062434196472168
4.5,0.07728242874145508
5.0,0.07627283036708832
5.0,0.07682495564222336
5.5,0.07499971985816956
6.5,0.08146630972623825
5.0,0.08202501386404037
5.5,0.08219654858112335
5.0,0.0796104371547699
6.5,0.09129014611244202
5.5,0.09521792829036713
6.5,0.09898710995912552
6.0,0.10069964081048965
5.0,0.11383184790611267
5.5,0.10890427976846695
5.5,0.11312244087457657
6.5,0.12324360758066177
5.5,0.1292303502559662
5.0,0.13203339278697968
8.5,0.1433952897787094
6.5,0.14882974326610565
6.0,0.16863861680030823
7.0,0.1851845383644104
5.0,0.184583842754364
7.5,0.19478455185890198
7.0,0.20097661018371582
7.5,0.21829678118228912
9.5,0.2320561408996582
8.5,0.2399044632911682
9.5,0.2594776749610901
8.0,0.284359335899353
8.0,0.2990897595882416
13.5,0.3477296829223633
11.0,0.3786541819572449
8.0,0.392922580242157
9.0,0.4103313088417053
11.5,0.4728683531284332
7.5,0.5159924626350403
14.0,1.3876701593399048
18.0,1.1768393516540527
31.5,1.1236178874969482
30.5,1.0825315713882446
15.0,1.4908652305603027
20.0,1.4990880489349365
33.5,1.2292373180389404
30.5,1.2326123714447021
22.0,1.0759772062301636
24.5,1.2053171396255493
32.5,1.1746047735214233
39.0,0.9079353213310242
44.0,0.9947366714477539
54.5,0.811436116695404
18.5,0.7405213117599487
22.0,0.6621576547622681
26.0,0.49502837657928467
23.0,0.29440829157829285
17.0,0.2521396577358246
25.0,0.2616661489009857
18.5,0.28923577070236206
20.5,0.28615450859069824
23.5,0.2782808244228363
31.0,0.2644158601760864
40.5,0.25935864448547363
38.0,0.20280703902244568
51.5,0.17786750197410583
47.5,0.14051663875579834
22.5,0.18749378621578217
97.5,0.5369499325752258
143.5,1.0485968589782715
161.0,0.3354423940181732
58.0,0.11556245386600494
93.5,0.7737060785293579
56.0,1.2517873048782349
25.5,1.0522838830947876
106.5,1.1923046112060547
250.5,0.27904075384140015
30.0,2.44730806350708
49.0,3.0184836387634277
250.5,1.1942455768585205
127.0,2.4799673557281494
156.0,0.546598494052887
33.5,0.5809135437011719
26.5,0.5951743721961975
33.0,0.5985456705093384
34.0,0.6743345856666565
58.5,0.4986656904220581
76.5,0.6628081798553467
111.0,1.124273657798767
72.5,0.4828775227069855
109.0,0.8814826607704163
100.5,0.5114157199859619
97.5,0.3155279755592346
81.5,0.26180464029312134
84.0,1.0810800790786743
28.0,2.151585102081299
19.5,7.665401935577393
13.0,13.683725357055664
13.0,16.309680938720703
35.0,17.713502883911133
20.0,20.435123443603516
21.0,23.041629791259766
27.5,21.748926162719727
62.0,14.566604614257812
117.0,5.138367652893066
250.5,0.6639729142189026
61.5,4.253915309906006
250.5,2.505805253982544
58.5,5.47783899307251
54.0,7.224527835845947
56.5,5.973863124847412
65.0,3.221571445465088
61.5,3.1161720752716064
73.5,3.394489288330078
139.5,1.0879236459732056
250.5,0.8190647959709167
229.5,3.053487539291382
16.5,9.823038101196289
12.0,13.988718032836914
15.0,15.629488945007324
17.5,20.807954788208008
21.5,21.2099666595459
19.5,21.660980224609375
18.0,20.779739379882812
14.0,21.28297996520996
18.0,21.18465232849121
18.0,15.023271560668945
20.5,9.393781661987305
18.0,6.377818584442139
20.5,4.898840427398682
26.5,3.4675710201263428
17.5,2.5534703731536865
15.5,2.159144639968872
28.0,1.7585675716400146
24.5,1.3087267875671387
24.0,1.1097525358200073
20.0,1.1429388523101807
18.0,1.2545055150985718
24.0,1.6813501119613647
94.5,4.745805263519287
11.5,12.550036430358887
14.5,15.923856735229492
14.5,14.62985897064209
50.5,13.125914573669434
18.0,12.666757583618164
20.5,11.705259323120117
48.0,7.813042163848877
52.0,21.957286834716797
66.0,25.217302322387695
89.5,12.648507118225098
250.5,4.775961875915527
214.5,3.65091872215271
216.0,2.2251641750335693
250.5,2.0764946937561035
250.5,5.4265570640563965
250.5,4.507511138916016
250.5,5.637155532836914
250.5,3.110212564468384
250.5,6.406564712524414
228.5,6.296546936035156
136.5,12.421028137207031
173.0,14.392265319824219
94.5,13.757970809936523
131.5,15.935931205749512
144.5,12.22951602935791
250.5,5.456610679626465
134.0,7.0164923667907715
137.5,4.981391429901123
141.0,2.5317723751068115
108.0,3.8139777183532715
106.5,2.6293277740478516
107.5,3.175031900405884
139.0,3.295520544052124
122.0,4.74464225769043
119.0,1.493424415588379
118.5,0.9357448220252991
120.0,0.5647978782653809
123.5,1.5562940835952759
138.0,4.211098670959473
122.0,7.888569355010986
137.5,12.066096305847168
108.5,10.001687049865723
155.5,5.750932693481445
153.5,3.642848253250122
122.0,1.6287368535995483
155.5,0.7034636735916138
156.0,1.3164621591567993
250.5,0.19156771898269653
167.0,14.70821475982666
141.0,0.2199694663286209
135.0,0.48173728585243225
141.0,2.9443492889404297
164.5,0.8052762746810913
164.0,1.3371241092681885
171.0,2.539546489715576
153.0,8.511833190917969
250.5,1.1147222518920898
165.0,7.9426469802856445
169.5,2.0556039810180664
187.0,7.239660263061523
250.5,4.59195613861084
240.5,7.7909770011901855
212.5,3.0825204849243164
250.5,2.053114652633667
175.5,14.207253456115723
250.5,0.6962127685546875
250.5,13.013708114624023
250.5,12.4310302734375
