,reward
0,-1.002
1,-2.002
2,-1.0469999999999948
3,-2.0489999999999946
4,-1.0559999999999938
5,-0.0689999999999924
6,-1.0879999999999925
7,-2.121999999999989
8,-3.1329999999999876
9,-2.1539999999999853
10,-1.1669999999999838
11,-0.19199999999998107
12,0.7310000000000189
13,-0.27499999999998115
14,0.6930000000000188
15,-0.3199999999999812
16,0.6410000000000188
17,1.5990000000000189
18,2.5490000000000244
19,1.5490000000000244
20,2.517000000000028
21,1.516000000000028
22,2.4910000000000307
23,3.471000000000033
24,4.436000000000037
25,3.435000000000037
26,2.4000000000000408
27,1.2960000000000522
28,0.2810000000000539
29,-0.7299999999999461
30,-1.7309999999999461
31,-0.8149999999999369
32,-1.833999999999937
33,-2.834999999999937
34,-1.861999999999934
35,-0.9199999999999275
36,0.04700000000007243
37,-0.9539999999999276
38,0.020000000000072404
39,-0.9889999999999276
40,-2.0009999999999275
41,-3.0259999999999247
42,-4.043999999999922
43,-3.0899999999999377
44,-2.1449999999999316
45,-1.167999999999929
46,-2.1719999999999287
47,-1.196999999999926
48,-2.231999999999922
49,-1.285999999999916
50,-0.32999999999991125
51,-1.3469999999999112
52,-0.39499999999990587
53,0.5890000000000941
54,1.563000000000094
55,0.5520000000000953
56,-0.4629999999999047
57,0.4460000000000952
58,1.4080000000000952
59,2.3820000000000983
60,1.3690000000000997
61,2.303000000000107
62,3.2910000000001083
63,2.2870000000001087
64,1.2870000000001087
65,2.2720000000001104
66,3.1540000000001234
67,2.1050000000001288
68,3.085000000000131
69,3.975000000000143
70,2.9710000000001435
71,3.9350000000001475
72,2.9280000000001483
73,1.9070000000001506
74,2.8450000000001574
75,1.840000000000158
76,2.757000000000167
77,3.7360000000001694
78,4.710000000000172
79,3.6320000000001462
80,4.545000000000156
81,3.5450000000001562
82,2.5350000000001573
83,1.5230000000001587
84,0.502000000000161
85,-0.531999999999839
86,0.36400000000016086
87,1.2860000000001608
88,2.2710000000001624
89,3.2510000000001646
90,2.20200000000017
91,3.166000000000174
92,2.165000000000174
93,3.0890000000001825
94,2.083000000000183
95,3.0730000000001843
96,4.01700000000019
97,4.951000000000191
98,3.9420000000001876
99,4.858000000000197
100,3.8570000000001965
101,4.8220000000002
102,5.803000000000194
103,6.73200000000017
104,7.705000000000161
105,6.699000000000159
106,5.657000000000145
107,4.652000000000143
108,5.605000000000127
109,6.550000000000109
110,7.512000000000096
111,8.484000000000087
112,9.4600000000001
113,8.447000000000108
114,9.38900000000014
115,8.348000000000162
116,9.331000000000172
117,10.301000000000188
118,9.256000000000213
119,10.220000000000233
120,11.184000000000253
121,12.147000000000274
122,13.130000000000283
123,14.116000000000291
124,13.102000000000299
125,12.075000000000314
126,11.06300000000032
127,11.99000000000036
128,10.97200000000037
129,11.924000000000397
130,12.887000000000418
131,11.873000000000426
132,12.836000000000446
133,11.789000000000472
134,10.786000000000474
135,11.745000000000497
136,12.709000000000517
137,13.682000000000532
138,14.654000000000547
139,15.643000000000553
140,16.62500000000056
141,17.59100000000052
142,18.53500000000045
143,17.53500000000045
144,16.530000000000445
145,15.473000000000376
146,16.40600000000041
147,17.346000000000338
148,18.326000000000313
149,17.26700000000024
150,16.256000000000228
151,15.251000000000221
152,16.19400000000025
153,15.182000000000237
154,16.162000000000248
155,17.14800000000023
156,18.1230000000002
157,19.110000000000184
158,20.10600000000018
159,21.08300000000015
160,22.053000000000115
161,21.0420000000001
162,22.015000000000068
163,22.963000000000005
164,21.961000000000002
165,22.93599999999997
166,23.889999999999915
167,24.86899999999989
168,23.862999999999882
169,22.856999999999875
170,23.82799999999984
171,24.7949999999998
172,25.73799999999973
173,26.70499999999969
174,27.660999999999635
175,26.641999999999612
176,27.613999999999578
177,26.585999999999544
178,27.544999999999494
179,28.528999999999474
180,27.505999999999446
181,28.469999999999402
182,29.398999999999315
183,28.36999999999928
184,29.34599999999925
185,30.308999999999205
186,31.300999999999195
187,30.292999999999186
188,31.27999999999917
189,32.25399999999914
190,33.24499999999916
191,32.23999999999917
192,33.2279999999992
193,32.21899999999922
194,33.19299999999928
195,34.17199999999933
196,35.14999999999938
197,36.134999999999415
198,37.10199999999949
199,38.08299999999954
200,39.0559999999996
201,38.00299999999972
202,38.96699999999981
203,39.93599999999988
204,38.92999999999989
205,37.9259999999999
206,38.89699999999997
207,37.894999999999975
208,38.869000000000035
209,39.843000000000096
210,40.81200000000017
211,41.78200000000024
212,42.76100000000029
213,43.75100000000031
214,44.7140000000004
215,45.672000000000494
216,44.64000000000057
217,43.63000000000059
218,44.612000000000634
219,45.59200000000068
220,44.5830000000007
221,45.5400000000008
222,46.53600000000081
223,47.522000000000844
224,46.462000000000984
225,45.456000000001
226,46.444000000001026
227,47.43300000000105
228,48.397000000001135
229,49.37900000000118
230,50.3690000000012
231,51.363000000001215
232,52.341000000001266
233,53.3270000000013
234,54.31900000000132
235,55.29600000000137
236,56.26300000000145
237,57.22000000000155
238,58.12500000000177
239,57.11700000000179
240,56.097000000001835
241,57.07700000000188
242,58.07300000000189
243,59.03600000000198
244,60.003000000002054
245,60.98700000000209
246,59.93700000000221
247,58.93700000000221
248,57.8980000000023
249,56.891000000002315
250,57.874000000002354
251,56.86600000000237
252,57.822000000002475
253,58.8120000000025
254,57.8120000000025
255,56.79400000000254
256,55.758000000002625
257,56.73900000000267
258,57.710000000002736
259,58.685000000002795
260,59.642000000002895
261,60.61900000000295
262,61.590000000003016
263,60.565000000003074
264,61.55000000000311
265,62.52900000000316
266,63.50800000000321
267,64.4710000000033
268,63.45900000000324
269,62.44700000000327
270,63.41300000000335
271,64.35600000000349
272,65.27000000000308
273,66.22500000000286
274,65.21600000000282
275,64.20300000000276
276,63.1900000000027
277,64.1460000000028
278,65.12800000000271
279,66.09100000000254
280,67.08000000000249
281,68.05900000000238
282,69.03900000000229
283,70.01700000000218
284,70.99000000000206
285,69.9580000000019
286,70.92800000000176
287,71.88200000000154
288,70.82800000000128
289,71.79900000000114
290,72.77500000000103
291,73.76100000000096
292,72.75700000000094
293,73.72500000000079
294,72.71600000000075
295,73.70400000000069
296,74.69800000000066
297,75.65500000000046
298,74.63800000000037
299,75.60400000000021
300,76.57600000000008
301,75.55599999999998
302,76.49299999999968
303,75.41899999999933
304,74.40699999999927
305,73.34399999999897
306,74.32599999999888
307,73.32099999999886
308,74.2659999999986
309,75.24699999999851
310,74.24099999999848
311,73.19599999999826
312,72.18699999999822
313,73.16999999999814
314,72.140999999998
315,71.13599999999798
316,70.12699999999793
317,71.10199999999782
318,72.0769999999977
319,73.05399999999759
320,74.03299999999749
321,75.01899999999742
322,75.98199999999724
323,76.96399999999716
324,77.93499999999702
325,76.930999999997
326,75.8899999999968
327,76.85699999999665
328,75.83099999999652
329,74.79699999999636
330,75.75899999999618
331,76.71799999999598
332,77.69899999999589
333,76.69499999999587
334,75.69299999999586
335,74.68599999999583
336,73.68399999999582
337,74.66299999999572
338,73.6579999999957
339,74.62599999999554
340,73.62299999999553
341,72.61499999999549
342,71.61499999999549
343,70.60799999999546
344,71.59099999999538
345,72.52399999999506
346,73.45199999999471
347,74.43899999999465
348,73.42399999999458
349,74.41499999999454
350,75.39099999999442
351,74.38299999999438
352,73.36999999999432
353,74.33199999999414
354,75.28999999999394
355,74.25399999999377
356,73.24499999999372
357,72.23199999999366
358,71.22099999999361
359,72.20599999999354
360,73.1779999999934
361,74.16699999999335
362,75.15299999999328
363,76.12999999999317
364,77.11099999999308
365,78.09499999999301
366,77.06199999999285
367,75.95899999999236
368,74.94199999999228
369,75.91099999999213
370,74.90899999999212
371,75.88899999999202
372,74.88799999999202
373,73.87399999999195
374,72.87299999999195
375,71.87199999999194
376,72.83999999999179
377,73.77599999999148
378,74.75399999999138
379,75.69199999999108
380,74.68999999999107
381,75.66099999999093
382,74.6529999999909
383,73.62999999999079
384,74.59799999999063
385,73.57999999999055
386,74.51999999999026
387,75.49299999999013
388,76.45699999998996
389,75.4449999999899
390,76.38899999998964
391,75.36799999998954
392,76.3409999999894
393,75.32099999998931
394,76.29399999998918
395,75.28999999998916
396,74.26299999998903
397,73.21799999998882
398,74.18299999998865
399,73.17399999998861
400,74.1509999999885
401,73.13599999998843
402,72.11599999998833
403,73.09299999998822
404,74.06099999998807
405,73.05699999998805
406,72.04099999998797
407,73.03099999998793
408,72.02799999998791
409,73.00699999998781
410,73.98799999998772
411,72.97199999998764
412,73.9629999999876
413,74.93799999998748
414,73.91399999998737
415,74.90599999998733
416,73.90399999998732
417,72.85999999998711
418,73.835999999987
419,74.80399999998684
420,75.7939999999868
421,76.76599999998666
422,75.7519999999866
423,74.72399999998646
424,75.69199999998631
425,76.65899999998615
426,77.53899999998558
427,78.5239999999855
428,79.49799999998538
429,78.47899999998529
430,79.44599999998513
431,80.39299999998488
432,81.36899999998477
433,80.36499999998475
434,79.36099999998473
435,80.3329999999846
436,79.30699999998447
437,78.2919999999844
438,79.24599999998418
439,78.22799999998409
440,79.21499999998403
441,78.17399999998383
442,77.14899999998372
443,78.12799999998361
444,79.12299999998359
445,78.11499999998355
446,77.1039999999835
447,78.07799999998338
448,79.06599999998332
449,78.04699999998323
450,77.03199999998316
451,78.01599999998308
452,77.00499999998303
453,75.998999999983
454,76.97299999998287
455,75.94599999998275
456,74.94299999998273
457,75.90799999998256
458,76.85899999998233
459,77.83499999998222
460,78.82199999998215
461,77.8109999999821
462,76.790999999982
463,75.788999999982
464,76.77499999998193
465,77.75599999998184
466,78.72399999998169
467,79.7059999999816
468,78.6859999999815
469,77.66799999998142
470,76.6649999999814
471,77.65199999998134
472,76.62899999998123
473,75.61699999998118
474,74.59399999998107
475,73.58499999998102
476,74.54799999998085
477,75.53399999998078
478,76.4959999999806
479,77.45099999998038
480,78.43599999998031
481,79.39699999998012
482,78.39599999998012
483,77.38399999998006
484,78.36799999997999
485,77.35999999997995
486,76.35899999997994
487,77.33699999997984
488,76.33099999997981
489,77.32199999997977
490,78.27999999997957
491,79.25799999997946
492,80.24299999997939
493,81.19799999997917
494,80.18899999997913
495,81.07399999997858
496,80.07399999997858
497,81.0359999999784
498,82.00099999997823
499,81.00099999997823
500,79.99799999997822
501,80.98599999997816
502,81.96199999997805
503,82.951999999978
504,83.9319999999779
505,82.9109999999778
506,81.9089999999778
507,82.8679999999776
508,81.86499999997758
509,80.84999999997751
510,81.79999999997727
511,80.79699999997726
512,79.79699999997726
513,78.75199999997704
514,77.73399999997696
515,78.71499999997687
516,79.69599999997678
517,80.6789999999767
518,79.6589999999766
519,80.60799999997636
520,79.58399999997624
521,80.50599999997587
522,81.48599999997577
523,82.43199999997552
524,83.41899999997545
525,84.40999999997541
526,85.39399999997534
527,86.38899999997531
528,85.36999999997522
529,86.33599999997506
530,87.31799999997497
531,88.27199999997475
532,89.21599999997449
533,90.19199999997437
534,89.16099999997422
535,88.14699999997416
536,89.11199999997399
537,90.09799999997392
538,91.08299999997385
539,90.07899999997383
540,91.04999999997369
541,92.03699999997363
542,93.02099999997355
543,92.00699999997349
544,90.98699999997339
545,91.97699999997334
546,90.96299999997328
547,89.94099999997317
548,90.93399999997314
549,91.91899999997307
550,90.90999999997302
551,91.88099999997289
552,90.8619999999728
553,91.80399999997252
554,92.79399999997247
555,91.74299999997223
556,92.65099999997179
557,93.6129999999716
558,94.58799999997149
559,93.58599999997148
560,92.56799999997139
561,93.52099999997117
562,92.51099999997112
563,93.486999999971
564,92.486999999971
565,93.44599999997081
566,94.40899999997063
567,93.40899999997063
568,92.4029999999706
569,93.38999999997054
570,94.36599999997043
571,93.36399999997042
572,94.30999999997016
573,95.26699999996995
574,96.25999999996992
575,95.25299999996989
576,96.24699999996986
577,97.22499999996975
578,96.22399999996975
579,97.18799999996958
580,98.16699999996948
581,97.15299999996941
582,98.14199999996936
583,97.13199999996931
584,98.07899999996906
585,97.0469999999689
586,96.03899999996887
587,94.98699999996862
588,93.97599999996856
589,92.97299999996855
590,93.95299999996845
591,92.94499999996842
592,93.92999999996835
593,94.90899999996824
594,95.8799999999681
595,96.84099999996792
596,97.82599999996785
597,98.81399999996779
598,99.80699999996776
599,100.7729999999676
600,101.76599999996756
601,100.7529999999675
602,99.72599999996737
603,98.7119999999673
604,97.67999999996715
605,98.65699999996704
606,99.63599999996694
607,100.61699999996685
608,99.61499999996684
609,100.59899999996676
610,101.5839999999667
611,100.57099999996663
612,99.5649999999666
613,100.49299999996626
614,99.46399999996612
615,100.42699999996594
616,101.4169999999659
617,102.36999999996567
618,103.3539999999656
619,102.35099999996558
620,101.32499999996546
621,102.28799999996528
622,103.26899999996519
623,104.18199999996477
624,103.15599999996465
625,104.12999999996453
626,105.1049999999644
627,104.09899999996438
628,103.08899999996433
629,104.01599999996398
630,103.01299999996397
631,103.9989999999639
632,104.98099999996381
633,103.95399999996368
634,102.95199999996368
635,103.92499999996355
636,102.92199999996353
637,103.88599999996336
638,104.87699999996332
639,103.87099999996329
640,102.85999999996324
641,101.84399999996316
642,102.8329999999631
643,101.8329999999631
644,102.81899999996304
645,103.77299999996282
646,104.7479999999627
647,105.70899999996251
648,104.6649999999623
649,105.63799999996218
650,106.57599999996188
651,107.53599999996169
652,108.50599999996155
653,109.4559999999613
654,110.42499999996116
655,111.3509999999608
656,112.29999999996056
657,111.27199999996043
658,112.25199999996033
659,113.20499999996011
660,112.16399999995991
661,111.1599999999599
662,112.1409999999598
663,113.13399999995977
664,114.10699999995964
665,113.10599999995964
666,112.10299999995962
667,113.06799999995945
668,112.00499999995915
669,110.96299999995895
670,111.92799999995879
671,110.91899999995874
672,111.89899999995865
673,112.88299999995857
674,113.86199999995847
675,112.83099999995832
676,113.78699999995811
677,112.7849999999581
678,113.71599999995777
679,112.64699999995744
680,113.59199999995718
681,114.57099999995708
682,115.56099999995703
683,116.54399999995695
684,115.5329999999569
685,114.52699999995687
686,113.52099999995684
687,112.51899999995683
688,111.51899999995683
689,110.5119999999568
690,111.47499999995662
691,112.45899999995655
692,113.42199999995637
693,114.40499999995629
694,115.38099999995617
695,114.33799999995597
696,115.30799999995583
697,116.28699999995573
698,115.28699999995573
699,116.24399999995552
700,117.23299999995547
701,118.20299999995532
702,119.15299999995509
703,118.14399999995504
704,117.14099999995503
705,116.12599999995496
706,117.0939999999548
707,116.0729999999547
708,117.05999999995464
709,118.04399999995456
710,119.02599999995448
711,118.02299999995446
712,119.00299999995437
713,118.00199999995436
714,118.98299999995427
715,119.94899999995411
716,118.94199999995408
717,119.91299999995394
718,118.91199999995393
719,119.87399999995375
720,120.85299999995365
721,121.83599999995357
722,120.83199999995355
723,121.80199999995341
724,122.78299999995332
725,123.75499999995318
726,122.72099999995302
727,123.70499999995295
728,122.70499999995295
729,123.67599999995281
730,124.63799999995263
731,125.6319999999526
732,124.59699999995243
733,125.56199999995226
734,124.54399999995218
735,123.5279999999521
736,124.52299999995208
737,123.46699999995181
738,122.46199999995179
739,121.44799999995172
740,120.43499999995166
741,119.43499999995166
742,118.39099999995145
743,117.38999999995144
744,118.3609999999513
745,119.30599999995104
746,120.28399999995094
747,119.26999999995087
748,120.21099999995059
749,119.1919999999505
750,120.14199999995026
751,119.13899999995024
752,120.11499999995013
753,119.11399999995012
754,118.08499999994999
755,117.07899999994996
756,118.06499999994989
757,119.02099999994968
758,119.99399999994955
759,120.9829999999495
760,119.97399999994946
761,120.95799999994938
762,121.94599999994932
763,122.92999999994925
764,121.92599999994923
765,122.88499999994903
766,121.87599999994899
767,120.87199999994897
768,121.85499999994889
769,122.83999999994882
770,123.80999999994867
771,124.79999999994862
772,125.71799999994823
773,126.69299999994811
774,125.67999999994805
775,126.65099999994791
776,125.64499999994788
777,126.62499999994779
778,125.61699999994775
779,126.58999999994762
780,127.53999999994738
781,128.5239999999473
782,129.50799999994723
783,128.49299999994716
784,129.47099999994705
785,130.44299999994692
786,131.41299999994678
787,132.38699999994665
788,133.34499999994645
789,134.30099999994624
790,135.27499999994612
791,136.251999999946
792,135.249999999946
793,134.21899999994585
794,135.20299999994577
795,134.20099999994576
796,135.17599999994565
797,136.1439999999455
798,137.13499999994545
799,138.09099999994524
800,139.0629999999451
801,140.05099999994505
802,139.040999999945
803,138.03399999994497
804,137.03399999994497
805,138.02299999994491
806,139.00999999994485
807,139.9759999999447
808,138.96199999994462
809,139.9149999999444
810,140.86999999994418
811,139.85599999994412
812,138.8549999999441
813,139.84499999994406
814,138.79399999994382
815,139.78399999994377
816,138.76299999994367
817,139.73899999994356
818,140.71599999994345
819,141.67299999994324
820,142.6429999999431
821,143.63799999994308
822,144.61699999994298
823,145.6039999999429
824,146.58599999994283
825,145.5799999999428
826,144.56999999994275
827,145.52199999994252
828,144.50599999994245
829,145.47899999994232
830,146.42599999994206
831,147.413999999942
832,148.37599999994183
833,149.35899999994174
834,148.35599999994173
835,147.31599999994154
836,148.27899999994136
837,149.27199999994133
838,150.23999999994118
839,151.21899999994108
840,150.19399999994096
841,151.1639999999408
842,150.14899999994074
843,149.14499999994072
844,150.13699999994068
845,151.08999999994046
846,152.04499999994025
847,151.0349999999402
848,152.01799999994012
849,152.95799999993983
850,153.93499999993972
851,152.93499999993972
852,153.91599999993963
853,154.88299999993947
854,155.8699999999394
855,154.8459999999393
856,153.83899999993926
857,152.83099999993922
858,151.8239999999392
859,152.81099999993913
860,151.77099999993894
861,152.71799999993868
862,151.69399999993857
863,152.66899999993845
864,153.6159999999382
865,154.58299999993804
866,155.56799999993797
867,156.5299999999378
868,157.49999999993764
869,158.47899999993754
870,159.45299999993742
871,160.41199999993722
872,161.3889999999371
873,162.37999999993707
874,163.3259999999368
875,162.31799999993677
876,163.29899999993668
877,162.28699999993663
878,163.26699999993653
879,162.24599999993643
880,161.20999999993626
881,160.20599999993624
882,159.20199999993622
883,160.1759999999361
884,159.17099999993607
885,158.157999999936
886,159.15199999993598
887,158.14599999993595
888,159.11999999993583
889,160.07699999993562
890,161.04699999993548
891,162.0319999999354
892,163.00399999993527
893,163.9859999999352
894,162.947999999935
895,161.94199999993498
896,162.9249999999349
897,163.8859999999347
898,164.87299999993465
899,165.82899999993444
900,164.80299999993431
901,165.78899999993425
902,164.76999999993416
903,163.7559999999341
904,162.66699999993367
905,163.60199999993335
906,164.54099999993306
907,163.52199999993297
908,164.51699999993295
909,163.51599999993294
910,162.5069999999329
911,161.49999999993287
912,162.49499999993284
913,161.4829999999328
914,160.45899999993267
915,161.43099999993254
916,162.41199999993245
917,163.38999999993234
918,162.37599999993228
919,163.3599999999322
920,162.3589999999322
921,163.25999999993172
922,162.2569999999317
923,163.2369999999316
924,162.22999999993158
925,163.2159999999315
926,162.20199999993145
927,163.17899999993134
928,164.16399999993126
929,165.13299999993112
930,164.11599999993103
931,165.0869999999309
932,164.07999999993086
933,163.07599999993084
934,164.05499999993074
935,163.0459999999307
936,164.0229999999306
937,164.9819999999304
938,165.90799999993004
939,166.89499999992998
940,167.88799999992995
941,166.8799999999299
942,167.86099999992982
943,168.84599999992975
944,169.83999999992972
945,170.82599999992965
946,171.80999999992957
947,172.7939999999295
948,171.7729999999294
949,172.75599999992932
950,173.71699999992913
951,174.70499999992907
952,173.65399999992883
953,174.64299999992878
954,175.62299999992868
955,176.59999999992857
956,177.58899999992852
957,178.57099999992843
958,179.55099999992834
959,180.51599999992817
960,179.44599999992784
961,178.4359999999278
962,179.41099999992767
963,180.39099999992757
964,179.36399999992744
965,178.29499999992711
966,179.28699999992708
967,180.26199999992696
968,181.24699999992689
969,180.24099999992686
970,179.24099999992686
971,180.21299999992672
972,179.21299999992672
973,180.18399999992658
974,181.1459999999264
975,180.14099999992638
976,181.12899999992632
977,182.11499999992625
978,181.1039999999262
979,180.06899999992604
980,181.0389999999259
981,182.00999999992575
982,181.0009999999257
983,179.99299999992567
984,178.9779999999256
985,177.96399999992553
986,178.9589999999255
987,177.92799999992536
988,178.90099999992523
989,179.89099999992519
990,180.88199999992514
991,179.87799999992512
992,180.851999999925
993,179.8289999999249
994,178.81499999992482
995,177.79399999992472
996,178.78399999992467
997,179.7659999999246
998,180.7279999999244
999,181.6869999999242
1000,182.67399999992415
1001,183.644999999924
1002,184.63299999992395
1003,185.61599999992387
1004,184.6019999999238
1005,185.58399999992372
1006,184.5769999999237
1007,183.56699999992364
1008,184.53099999992347
1009,185.47999999992322
1010,184.4729999999232
1011,185.45799999992312
1012,184.44899999992307
1013,185.4139999999229
1014,186.39999999992284
1015,187.33499999992253
1016,188.31499999992243
1017,187.31199999992242
1018,188.2859999999223
1019,189.2669999999222
1020,190.21399999992195
1021,191.19899999992188
1022,192.17899999992179
1023,193.13699999992158
1024,194.09499999992138
1025,193.08199999992132
1026,192.0799999999213
1027,193.0579999999212
1028,194.03099999992108
1029,195.01899999992102
1030,195.98099999992084
1031,194.9739999999208
1032,195.96499999992076
1033,194.94799999992068
1034,195.91699999992053
1035,196.83899999992016
1036,197.81299999992004
1037,198.78999999991993
1038,199.74799999991973
1039,198.73899999991968
1040,199.73099999991965
1041,200.6989999999195
1042,201.68299999991942
1043,202.66199999991932
1044,201.6579999999193
1045,202.62699999991915
1046,203.49999999991854
1047,204.49399999991851
1048,203.4689999999184
1049,204.44499999991828
1050,205.43799999991825
1051,206.40199999991808
1052,207.38299999991798
1053,206.37999999991797
1054,207.33399999991775
1055,208.3009999999176
1056,207.3009999999176
1057,206.29199999991755
1058,207.2599999999174
1059,206.25299999991736
1060,207.22499999991723
1061,208.20999999991716
1062,209.19099999991707
1063,208.18699999991705
1064,207.18299999991703
1065,208.1349999999168
1066,209.1109999999167
1067,210.0919999999166
1068,209.0919999999166
1069,210.05499999991642
1070,209.04599999991638
1071,210.03699999991633
1072,209.00399999991618
1073,209.9859999999161
1074,208.98399999991608
1075,209.96399999991598
1076,210.9459999999159
1077,211.93499999991585
1078,212.89399999991565
1079,211.87599999991556
1080,212.83099999991535
1081,211.8189999999153
1082,212.7979999999152
1083,213.76299999991502
1084,212.76099999991501
1085,211.7169999999148
1086,212.68999999991468
1087,213.66399999991455
1088,214.64799999991448
1089,215.60299999991426
1090,216.54499999991398
1091,217.53499999991394
1092,218.48199999991368
1093,219.4629999999136
1094,220.43999999991348
1095,219.4249999999134
1096,218.41599999991337
1097,217.4009999999133
1098,218.35499999991308
1099,219.3169999999129
1100,220.28299999991273
1101,221.2569999999126
1102,220.24099999991253
1103,221.20599999991236
1104,222.18099999991225
1105,221.1529999999121
1106,220.1509999999121
1107,219.14599999991208
1108,220.11699999991194
1109,221.09299999991183
1110,222.05299999991163
1111,223.02999999991152
1112,223.99799999991137
1113,222.99299999991135
1114,223.9639999999112
1115,222.9599999999112
1116,223.92499999991102
1117,224.91299999991097
1118,223.88499999991083
1119,222.83099999991057
1120,223.80999999991047
1121,224.7919999999104
1122,225.78299999991034
1123,226.74899999991018
1124,225.73899999991013
1125,224.7339999999101
1126,225.71599999991003
1127,226.69499999990992
1128,227.68499999990988
1129,226.6709999999098
1130,225.6659999999098
1131,224.65899999990975
1132,223.6469999999097
1133,224.61199999990953
1134,225.56799999990932
1135,224.55299999990925
1136,223.5239999999091
1137,224.51599999990907
1138,225.46699999990884
1139,224.46499999990883
1140,223.46299999990882
1141,224.45499999990878
1142,225.42999999990866
1143,226.38999999990847
1144,227.36399999990834
1145,228.32199999990814
1146,227.30799999990808
1147,226.25699999990783
1148,225.24399999990777
1149,226.19199999990752
1150,225.1469999999073
1151,226.11299999990715
1152,227.03499999990677
1153,228.00999999990665
1154,228.9959999999066
1155,227.9959999999066
1156,228.9379999999063
1157,229.90599999990616
1158,228.90599999990616
1159,229.88099999990604
1160,228.86599999990597
1161,229.84199999990585
1162,230.79999999990565
1163,229.77499999990553
1164,230.76099999990547
1165,231.7259999999053
1166,230.71799999990526
1167,231.7069999999052
1168,232.69199999990514
1169,233.67299999990504
1170,234.65199999990494
1171,235.62799999990483
1172,236.60499999990472
1173,237.58499999990462
1174,236.58399999990462
1175,237.57399999990457
1176,238.56499999990453
1177,239.5589999999045
1178,240.4939999999042
1179,241.45099999990398
1180,242.43799999990392
1181,243.42699999990387
1182,244.40899999990378
1183,245.39699999990373
1184,244.37499999990362
1185,243.36399999990357
1186,242.36299999990356
1187,243.31099999990332
1188,244.30299999990328
1189,245.2869999999032
1190,246.25199999990303
1191,247.24799999990302
1192,248.2229999999029
1193,249.19099999990274
1194,248.19099999990274
1195,249.17599999990267
1196,250.1169999999024
1197,251.10899999990235
1198,252.06299999990213
1199,250.96699999990167
1200,251.96199999990165
1201,252.93399999990152
1202,253.91299999990142
1203,252.89199999990132
1204,253.8489999999011
1205,254.822999999901
1206,255.8069999999009
1207,254.77399999990075
1208,255.7399999999006
1209,256.7129999999005
1210,257.7009999999008
1211,256.67999999990127
1212,255.67699999990134
1213,254.67399999990133
1214,255.59999999990097
1215,256.5249999999006
1216,257.4929999999014
1217,256.48099999990166
1218,255.47999999990168
1219,256.4489999999015
1220,255.4069999999025
1221,256.33699999990216
1222,257.32499999990245
1223,256.3109999999028
1224,255.31099999990278
1225,256.28099999990263
1226,255.27499999990278
1227,256.21599999990246
1228,255.21599999990246
1229,256.18299999990234
1230,257.13599999990345
1231,258.1179999999039
